None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:56,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:57,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:58,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:37:59,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:00,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:01,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:02,11/06/2023,Present
None,None,None,None,15:38:03,11/06/2023,Present
None,None,None,None,15:38:03,11/06/2023,Present
None,None,None,None,15:38:03,11/06/2023,Present
None,None,None,None,15:38:03,11/06/2023,Present
None,None,None,None,15:38:03,11/06/2023,Present
None,None,None,None,15:38:03,11/06/2023,Present
None,None,None,None,15:38:05,11/06/2023,Present
None,None,None,None,15:38:05,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:06,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:07,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:08,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:09,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:10,11/06/2023,Present
None,None,None,None,15:38:11,11/06/2023,Present
None,None,None,None,15:38:11,11/06/2023,Present
None,None,None,None,15:38:11,11/06/2023,Present
None,None,None,None,15:38:11,11/06/2023,Present
None,None,None,None,15:38:11,11/06/2023,Present
None,None,None,None,15:38:11,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:13,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:14,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:15,11/06/2023,Present
None,None,None,None,15:38:16,11/06/2023,Present
None,None,None,None,15:38:16,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:17,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:18,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:19,11/06/2023,Present
None,None,None,None,15:38:20,11/06/2023,Present
None,None,None,None,15:38:20,11/06/2023,Present
None,None,None,None,15:38:20,11/06/2023,Present
None,None,None,None,15:38:20,11/06/2023,Present
None,None,None,None,15:38:20,11/06/2023,Present
None,None,None,None,15:38:20,11/06/2023,Present
None,None,None,None,15:38:21,11/06/2023,Present
None,None,None,None,15:38:21,11/06/2023,Present
None,None,None,None,15:38:21,11/06/2023,Present
None,None,None,None,15:38:21,11/06/2023,Present
None,None,None,None,15:38:22,11/06/2023,Present
None,None,None,None,15:38:22,11/06/2023,Present
None,None,None,None,15:38:22,11/06/2023,Present
None,None,None,None,15:38:22,11/06/2023,Present
None,None,None,None,15:38:22,11/06/2023,Present
None,None,None,None,15:38:22,11/06/2023,Present
